,song_id,song_id1,song_id2,song_id3,song_id4,song_id5,song_id6,song_id7,song_id8,song_id9,r,g,b
4447,SOMHSWQ12B34F32AF9,SOMHSWQ12B34F32AF9,SOZYYEK12AB0184F53,SOIRNYT12A6D4F8E8B,SOOZIKZ12A67ADA518,SOETVSH12A81C21DA6,SONTQBM12A6702045E,SOOSXDG12A8C13A139,SOAMAVC12AB01877D3,SOAVTFX12AB0188D87,5.0,103.0,106.0
4448,SORUHLL12A8C1459F1,SORUHLL12A8C1459F1,SOLVQOL12A8C1411CF,SOWZMGC12AB018612C,SORXMRX12AC468D5BB,SOVLAKE12AC468A9F8,SOWMPMI12A8C1401C9,SOQWYAQ12A6D4FB9A3,SOIHDNW12A8C137C00,SOSMQOO12A8C13BAC0,16.0,107.0,98.0
4449,SODDOUO12AC960DAAE,SORNYNX12A6BD56BAC,SODDOUO12AC960DAAE,SOLOMNS12AB017FFB0,SOGNEOX12A6D4FAC39,SOMERJD12AB017DF70,SODXDOO12A8C139A2E,SODCAWY12AF72AAD52,SOCNOWC12AB01861E4,SODOXTT12A58A801B5,5.0,103.0,110.0
4450,SOSQJWM12A6D4F79E0,SOSQJWM12A6D4F79E0,SOCOXTY12A6D4FA4E8,SOWSXYV12A58A7CCC3,SOQPHRO12AB0183BCE,SOUOJEB12A6D4FA2CB,SOHYWOQ12A8AE48630,SOXTAIG12A8C1412B0,SOSHUZQ12AB0182613,SOBMVXB12A582911E5,6.0,105.0,108.0
4451,SOSSTTS12A67ADFA56,SOSSTTS12A67ADFA56,SOFORVT12AB018612D,SOSSXIS12AB0181906,SOBVCQT12A6701F930,SOPJZRG12AB01848E2,SOCSCRC12AB017C60C,SOYHMGY12AB0181285,SOSKKUE12AB0180108,SOQIYXY12AF72A33E0,4.0,101.0,107.0
4452,SOGZDUU12A8C13DD17,SOZBJBH12A8151BD4E,SOAOQMT12AF729EFAA,SOGZDUU12A8C13DD17,SOQHVPZ12AF72A1412,SOCWDAV12A8C13BC40,SOPMAEU12A67AE0C81,SOBRGZW12A8C13C541,SOMBTJT12A8AE48834,SOTGNIO12AB0184317,4.0,104.0,111.0
4453,SOVRSMX12AF72A058B,SOVRSMX12AF72A058B,SOEPXMZ12AC9072F68,SOAHJQS12A6701D40C,SOMHHQG12A6D4FCBCE,SOONKHS12AB018E4C6,SOYYQFC12A67ADA51A,SOMAVHJ12A6D4F815F,SOXRFOK12A58A77CD5,SOKFIOA12A8C135F21,0.0,101.0,109.0
4454,SOQBGIZ12AB0186D9C,SOQBGIZ12AB0186D9C,SOQSNJS12A6D4FAC8A,SOAOPCG12AC468D27E,SOKBIIQ12AB017FEFC,SOIPYXS12AB0187DA5,SODQPTQ12AF72A64BC,SOSANPG12A8C13A1DC,SOORNMG12A6D4F8257,SOSYUKW12A58A7B3B5,3.0,102.0,108.0
4455,SOONKHS12AB018E4C6,SOONKHS12AB018E4C6,SOMHHQG12A6D4FCBCE,SOAHJQS12A6701D40C,SOGBOQX12A8C139DF7,SOFGSZO12A6D4FC2DB,SOHSVHZ12AB018DE8A,SOMYXWV12A8C14232E,SORENQC12A8C13EFB3,SOLFQET12AF72AB284,2.0,101.0,110.0
4456,SOOBJRX12A8C132693,SOOBJRX12A8C132693,SORLKKA12A58A78BC0,SOAQIHM12A8C136FDF,SOPSKLB12A67AE0C65,SOLOJKD12A67AE0E1D,SOZPAMO12A8C140C32,SOECIHL12AF729F84A,SOMBENA12A8C142D3C,SOJGQYH12A6D4F663A,9.0,107.0,108.0
4457,SOXGJTG12AB0185F74,SOQQTFV12A6701C5F6,SONBCVL12A6701DAF9,SOXGJTG12AB0185F74,SOOLDFH12A8C133405,SOIQIPY12A8C144F4D,SOZNHOP12A67ADB12D,SOOSMEQ12AF72AACD2,SOLYOQF12A58A7A00A,SOKFDPJ12A8C132094,7.0,105.0,108.0
4458,SOAVTFX12AB0188D87,SOAVTFX12AB0188D87,SOAMAVC12AB01877D3,SOOSXDG12A8C13A139,SOIYVQP12A67020486,SONTQBM12A6702045E,SOXBCZH12A67ADAD77,SOENLZJ12A6701C91B,SOIPBJM12A6D4F9996,SONLEXS12AC9072E2A,5.0,103.0,107.0
4459,SOAKLCY12AB018B54B,SOAKLCY12AB018B54B,SOLJLWK12A58A7BCB9,SOPXUWZ12AF72A35CD,SOPWGWQ12A6D4F8A89,SOPKMDP12A8C13E84D,SOXCWSQ12A6D4FDC8E,SOLNVPJ12A6D4F762D,SOYBVDH12A58A7DCD2,SOVGJME12AB0185DBE,13.0,105.0,106.0
4460,SODJBPG12AF729ED5F,SOQIPXV12A8C140377,SODJBPG12AF729ED5F,SOECIHL12AF729F84A,SOAAUDN12AAF3B599F,SOCINRA12AB01816C7,SOJGQYH12A6D4F663A,SOZFZYN12AB018ED45,SORLKKA12A58A78BC0,SOOBJRX12A8C132693,9.0,106.0,106.0
4461,SOCOXTY12A6D4FA4E8,SOCOXTY12A6D4FA4E8,SOWSXYV12A58A7CCC3,SOSQJWM12A6D4F79E0,SOUOJEB12A6D4FA2CB,SOQPHRO12AB0183BCE,SOSHUZQ12AB0182613,SOXTAIG12A8C1412B0,SOBMVXB12A582911E5,SOHYWOQ12A8AE48630,6.0,103.0,106.0
4462,SOFOHOE12AB018241E,SOYONCL12A8C13B9F7,SOFOHOE12AB018241E,SOTPMXE12A6D4F953C,SOJUBSU12AF729FEC1,SOIICWH12A8C13DB93,SOOKFQK12A6701CFFA,SOZACMG12A6D4F68E1,SOPQRWJ12A8C132A10,SOOISDR12AF72AB7E1,10.0,104.0,106.0
4463,SONYZSG12A81C2203D,SONYZSG12A81C2203D,SOEDSTW12A8C13AC9F,SOFPJPC12A8C142EAE,SOIWMSB12AB0184C1E,SOLLDVS12AB0183835,SOZXBVL12AB0184D35,SOMSKEO12B34F1C2FE,SOULHTS12A6D4FAE9C,SOZYUGZ12A8AE472AC,6.0,106.0,106.0
4464,SONGPNQ12A58A7C4A4,SONGPNQ12A58A7C4A4,SOAGHIP12A8C1401B8,SOVYICV12AB0186216,SOKREXM12AB017E4D2,SOKVZHI12A58A7A13E,SOEZEMQ12A8C136E70,SOOOCNF12A8C13C1CE,SORFHWM12A6701DD2D,SONRXEH12AB018081B,16.0,107.0,112.0
4465,SOJWCQN12A8C14357C,SOJWCQN12A8C14357C,SOQQJUH12A8C13CAE2,SOURWJV12A8C13BA8C,SOHNMNR12AC4686143,SOITDXJ12A8C13FFD1,SOXNDBB12A58A7C279,SOJLPCD12AB01836A2,SOLPGLP12A8C13D92D,SOBUHGZ12A8C13E9E5,13.0,105.0,114.0
4466,SONYUKH12AB0180759,SONYUKH12AB0180759,SOOMNGJ12AB01822AF,SOIZRER12A8C137A26,SOEHKIS12A58A7C234,SOCLGXD12A8C144B54,SOFOECB12A8C131705,SOQQBXR12A6D4F8461,SOQORNC12AB0184112,SOZNTUX12A58A7DFA3,16.0,105.0,109.0
4467,SOQPYGG12AF72A296B,SOQPYGG12AF72A296B,SOAKLIC12A6D4F9285,SOCAXSL12A58A762C2,SOHMAQH12A8C140D58,SOHXFKE12A58A7F761,SOJVOEN12A67ADE65A,SOHQJNE12A6310ED0F,SOEMVAM12AB018009E,SOVRTZF12A6D4F891D,16.0,102.0,115.0
4468,SOVTJHU12A6D4FB15E,SODMBJL12A8C13EB1A,SOVTJHU12A6D4FB15E,SODMASJ12AF729E6FA,SOHRKOJ12A6D4F86EC,SOFHIDE12A8C13AC50,SOFBNMW12A8C13D372,SOVKNKJ12A6D4FD01D,SOIRTNF12A8C142C83,SOPNUAZ12AB018239A,16.0,108.0,111.0
4469,SOLMDDF12AF72A8FDA,SOLMDDF12AF72A8FDA,SOUKXIN12A8C133C7F,SOXYRZY12A67020A23,SOKMURC12AF72A778C,SOQWPHK12AB018234B,SOHWNCK12A67020845,SOCYWOA12AAF3B3BDB,SOJELVD12A6701C7C3,SOCUTRF12A8C145F41,25.0,110.0,120.0
4470,SOLZLCF12A6D4FC3B3,SOLZLCF12A6D4FC3B3,SOVFUNO12AF729EC9C,SOZPIPG12A8C1354BB,SOEYNMV12A8C1330E5,SOADLEU12AB017C851,SOANEFZ12A6D4F86D8,SOMKRGT12A8C132B92,SOUHWFW12A6D4F794B,SOKLGCF12A6D4F9165,18.0,112.0,108.0
4471,SOMGJJL12AB018E862,SOAOYYI12A6D4F9759,SOMGJJL12AB018E862,SOCLUOZ12A8C138A05,SOKGURS12A8AE45075,SORZMRW12A8C1333BA,SOPRMXL12AB0184524,SOVKZMC12AB017E5CD,SOKZTHA12A8C134830,SOVHIAK12A8C144F9C,12.0,102.0,108.0
4472,SOODKCX12A6D4F5E2E,SOODKCX12A6D4F5E2E,SOIBLPH12A58A77AC1,SODJHRM12A8C134BF3,SOEIBQK12AF72A7186,SOFEIFJ12A6D4FB520,SOIUSXZ12A58A7D845,SONMQFU12A8C130D6A,SOGJNSV12A6D4F8593,SOXAHBO12A8C13D67D,30.0,113.0,108.0
4473,SOICNKW12A8AE45B47,SOICNKW12A8AE45B47,SOHAHOQ12A58A7B0BD,SONXADO12A8C13D8F6,SOEQABL12A6D4F992B,SOWKRSR12A8C13CA37,SOWLMTR12A8C131274,SOGWRTW12A8C137876,SOTLHUV12A6D4FC541,SOSYPLV12A8C13F13E,15.0,114.0,110.0
4474,SOYQLII12A8C143321,SOQUQOK12A8AE47F95,SOYQLII12A8C143321,SOILISA12A6D4F87A3,SOKTJXL12A8C13C90B,SOFPNNX12AF72A7366,SONXHQV12A58A7B453,SOPJAGE12A8C141E6B,SOMRTFI12AB01821EE,SOJTFOL12A6D4F74A4,20.0,110.0,109.0
4475,SOJELVD12A6701C7C3,SOJELVD12A6701C7C3,SOCUTRF12A8C145F41,SOKMURC12AF72A778C,SOXNJHP12A58A7B8D1,SOZHWTM12A8C14229F,SOQWPHK12AB018234B,SOKUZGZ12A8C136F88,SOLMDDF12AF72A8FDA,SOFAIUK12A6D4F66E3,24.0,104.0,113.0
4476,SOPWGWQ12A6D4F8A89,SOPWGWQ12A6D4F8A89,SOLJLWK12A58A7BCB9,SOAKLCY12AB018B54B,SOPXUWZ12AF72A35CD,SOXCWSQ12A6D4FDC8E,SOYBVDH12A58A7DCD2,SOLNVPJ12A6D4F762D,SOPKMDP12A8C13E84D,SOQYRUF12AC3DF7136,13.0,104.0,105.0
4477,SOXFEVR12A8AE48801,SOIBCIC12A58A7B55B,SOXFEVR12A8AE48801,SOPWCWP12A8C139FC6,SOVSEGW12A58A767F1,SOTKEQH12AF729F8CF,SOBMQFU12A6D4FBA66,SOCNGMS12A6701E057,SOHPABB12A58A7CFF5,SOQGFMU12A8C140C6E,17.0,108.0,111.0
4478,SODGCHZ12AF72A450A,SOMDKBT12A8C134151,SOROHUC12A67021D05,SOELLLQ12A67ADBABE,SODGCHZ12AF72A450A,SOQNXMH12A8C13F2F6,SOQZWPW12A8C140852,SOLSBXW12AC468A3BE,SOANVMA12A8C13CE7A,SOUHREQ12A6D4FB270,10.0,105.0,112.0
4479,SOQXHDX12A6D4F9C66,SOQXHDX12A6D4F9C66,SOQIHYY12AB0186216,SORBXYB12A58A7B3FA,SOXINZZ12A8C131DF3,SOPPHBW12AB018C800,SOLHDGP12A8C142DCE,SOJZTZR12A8C13ECEA,SOVPWMY12A67ADBAE0,SOCUUXI12AB0182A09,20.0,107.0,101.0
4480,SOYLPYG12A6D4F572C,SOYLPYG12A6D4F572C,SOZLWDQ12A8AE46CE8,SOECVCH12A8C13514B,SOQLHFS12B35058AB4,SODMOTY12A6701C433,SOAGNOI12A6D4F8CB5,SOQIKIU12AB0181342,SOYJJRE12AB018466D,SOFQCDZ12AF72A147A,20.0,100.0,110.0
4481,SOVZPAN12AB0184FF9,SOVZPAN12AB0184FF9,SOPUYEJ12AF729C974,SOZANXV12A8C1337C6,SOZGSAH12A6D4F43AF,SOVUGPY12A8C133048,SODWUBY12A6D4F8E8A,SOKFMYX12AF72A22DB,SOMXBFC12AB018AC71,SOEXQYM12A6D4F8D53,12.0,103.0,112.0
4482,SOWKYIJ12AB017B0AA,SOQQGPO12AB0181F82,SOWKYIJ12AB017B0AA,SOPLGRM12A8C142E3E,SOVWMBT12A8C13AE13,SOKEPGK12AB0183879,SOGUFCZ12AB017AC96,SOCFSKD12A58A7C498,SOUIPKT12A8C139B43,SOCRKPR12A8AE4772C,11.0,104.0,109.0
4483,SOESJQH12A6D4F8AE0,SOESJQH12A6D4F8AE0,SOXOUTB12A6D4F675C,SOZTZPC12A8C136E84,SOUCZEA12AB0183EE1,SOPRJNU12AC46875FD,SOTFNJM12AB01816B4,SOYOZRB12AF72A61AC,SOPZADJ12A6D4F7E08,SONPDVJ12A67ADA231,13.0,97.0,114.0
4484,SOCWWPA12A8C133A32,SOMTZGQ12A67FFB3C2,SOWTVUF12A6701E7A4,SOCWWPA12A8C133A32,SOHLCSJ12A6D4F569E,SODGPRV12AB0186F51,SOAJTHN12A67021D07,SOBJJJN12A8AE4674B,SOKBXOY12AB0182E82,SOGTFTU12AAA8C8553,17.0,103.0,103.0
4485,SOJTIXE12AB018C99E,SOXTILQ12A8C139408,SOEBGCQ12AB0182CD0,SOJTIXE12AB018C99E,SOGBXFP12A8C141D46,SODIMTS12A8C13AA8A,SOCZAXJ12A67ADE9FC,SORWVLP12A8C1438C3,SOEYUSD12A58A7BDA4,SOPYYCU12A58A7B769,16.0,103.0,105.0
4486,SOCRYUK12AC95F0772,SOCRYUK12AC95F0772,SOMZRHH12A8C1379A6,SOODUWK12A6D4F6675,SOYROSF12AF729F255,SOLEQZL12A6D4FD2F0,SOEMIBW12AB0186920,SOPLWQW12A58A7BD4F,SOONVAG12A8C145227,SOUNCSG12A58A7A193,31.0,101.0,118.0
4487,SOTXDCY12AF729A39B,SOOTEVS12A58A7FCDA,SOTXDCY12AF729A39B,SOGXWGC12AF72A8F9A,SODLQEJ12AF72A8F99,SOHDCZZ12A6D4F9835,SOCVQYV12A8C1341F4,SOWNSYI12A582914B9,SOHCNMM12AB0182D7B,SOSWSQI12AF72A23CE,13.0,106.0,116.0
4488,SOHLUAY12A670212FA,SOHLUAY12A670212FA,SOKUMNA12A8C131B4B,SODCXWR12AF72A644B,SOVIZNF12AF72A710A,SOXBQQW12A8C131DFD,SOVOSTH12A8C13E1C0,SOXEIUT12AC468D7B3,SOYMIMI12AB0181E5C,SOSWXRE12A6D4F66E5,19.0,117.0,121.0
4489,SOUTDNR12A6D4FBBED,SOUNSZA12A8C13A204,SOUTDNR12A6D4FBBED,SOLWGNC12A81C20739,SOUFWFI12AF72A169D,SOEAJJU12A58A790CF,SOWWOJD12A6D4F9D9A,SOWPEHL12A6D4F81D3,SOKPBQL12A8C134E87,SOHXGXE12A8C134DFD,7.0,104.0,112.0
4490,SOXBNEN12A6BD4D3CD,SOXBNEN12A6BD4D3CD,SOAYGQW12AB017D6FA,SOHAYPS12A8C13A90C,SOABNPM12A58A7943A,SOPCDUY12AB01867B2,SOKWYPU12A67AE0286,SOOPAHI12AB018185E,SOLEPWB12A6D4F57AA,SOZQBRA12A6D4F9833,38.0,88.0,118.0
4491,SOUQNRH12A679D8ABC,SOUQNRH12A679D8ABC,SOLMOHQ12AB0182677,SOJHZAX12AB017E5D2,SOYNRWU12AB017E250,SOOWVNN12A8C140775,SOWIUPK12A6D4F80C0,SOLRGVL12A8C143BC3,SOINAFJ12A8C142CCD,SORRTOI12A8C13B663,20.0,118.0,126.0
4492,SOOKAEJ12AB01869DD,SOOKAEJ12AB01869DD,SOBQYYG12A8C139FC7,SOYJJRX12A8C137A0F,SONFMTW12A8C133CEF,SOQCROS12A58A77AF3,SOKIELZ12A679D3117,SOJPCYJ12A81C22380,SONNDOT12AC468C9C5,SOKYQNP12A6BD53D5D,12.0,110.0,117.0
4493,SOYGJQA12A58A79755,SODACJV12AB017BE87,SOYGJQA12A58A79755,SOSVQSF12A6D4F81A0,SOIOSMN12AB018749E,SOTZJGF12A58A78BEA,SOBGVSY12A58A7E8C5,SOAYONY12A6D4F4E0C,SOYLAOB12A8C1342AE,SOYWWNY12A6D4F644C,15.0,109.0,115.0
4494,SOHWGUD12AB018687F,SOINKVP12A8C13BF5D,SOHWGUD12AB018687F,SOEAUFL12A6310F9A1,SOBXMYO12A6D4FDBB9,SOVOJVL12A6D4F93C1,SOZUNWX12A81C221F3,SOJLAES12AAF3B4907,SOXBFGD12A8C13EAFD,SORCHVM12A67020363,7.0,104.0,111.0
4495,SOFJDJR12AB017C02D,SOHYUEB12AAF3B2909,SOFJDJR12AB017C02D,SOXYFWQ12A6D4F6863,SOFBVKS12A58A7A688,SOKYVWL12A67AE0922,SOEINNY12A8C136ECE,SONPYKO12AB017F7DB,SODJLXX12AB0186ACA,SOQSURE12A8C13440B,27.0,102.0,107.0
4496,SOBNQTP12A6D4F9055,SOBNQTP12A6D4F9055,SOYDPWZ12AF72A27DB,SOPPEIA12AB018EC2B,SOHVEKY12A6D4FE9B5,SOMPQTR12A6701FBC0,SOPXDSF12A8C13A8DA,SOTVCJG12AB01881E1,SOPXKWI12A8C143C7B,SOTEUSB12A8C13D987,35.0,99.0,123.0
4497,SOOESBJ12A8C13B117,SOOESBJ12A8C13B117,SOULZWN12A67021A98,SOLEJRN12AB0183C62,SOLEGTB12A8C1414FA,SOSCFRG12A8C13C985,SOVZYAH12AB018105A,SOXZCIH12A8C1425F0,SOOBYZV12A6D4FD5C6,SOSQLNC12AAF3B51EB,44.0,107.0,96.0
4498,SOJUYXY12A8C143472,SOJUYXY12A8C143472,SOWVKSO12A6701DEF8,SORVWJS12A8C1373BB,SOMLAYT12AB0180680,SOKHWRN12A6D4F2E9D,SOISRSW12A6D4F83AF,SOMREMS12A6D4FAEE9,SOANYBY12AB01802B6,SORRYYZ12A8C131B42,10.0,102.0,108.0
4499,SOEOMKM12A8C1342B2,SOEOMKM12A8C1342B2,SONHFXS12A8C1388EA,SOVPJYZ12A58A7CA20,SOAUWMV12AB018DF6A,SOPRPTE12A6310DF7B,SOLSFKW12A6D4FA683,SOLJZKI12AB0186D1C,SOWDHMA12AF72AC55F,SOLLFHC12A8AE47D5E,32.0,107.0,118.0
4500,SOULPPE12A6D4F99A7,SOULPPE12A6D4F99A7,SOYEMQG12A6D4F7826,SOVXLPB12A6D4FDC6C,SOADWVI12AF72AAD77,SORLTQF12AB0183795,SOGEFOF12A81C2235D,SOUKYTZ12AB0186F3D,SOZNUFZ12AF72AAF1D,SOPETVS12A6310E16C,13.0,101.0,114.0
4501,SOAHLGV12AF72A6DFC,SOAHLGV12AF72A6DFC,SOGBUJB12A58A77F65,SOWHUXB12AB01816EE,SORBXHF12A6D4FD5FD,SOUKMKR12A8C141925,SOFWGYO12A8AE47D9C,SOWFTIG12A8C1401D3,SOHQKTD12AB01847E8,SOZSRLH12A6702085D,32.0,105.0,109.0
4502,SOCUERX12A8C1416ED,SOCUERX12A8C1416ED,SOXUJIF12A67ADAD43,SOOUVNL12A8C145B76,SOZAVRF12A8C135584,SOCUXIA12AB018B822,SOQPKYG12A8C141883,SOVVYRT12A8C13A7D5,SOHENSJ12AAF3B2A03,SOIRGOJ12A8C13D064,22.0,107.0,98.0
4503,SOPYJJA12AF729BBFD,SOEUBGQ12A6D4F76E9,SOPYJJA12AF729BBFD,SODKCQF12A8C140133,SOJGSFA12AB0182240,SORDPFI12AF72A5B0E,SOEGGET12AB017F441,SORMGZY12A81C20622,SOFXMGW12A58A78DDD,SOGELNH12AB017F92C,12.0,104.0,112.0
4504,SOAOYYI12A6D4F9759,SOAOYYI12A6D4F9759,SOMGJJL12AB018E862,SOCLUOZ12A8C138A05,SOKGURS12A8AE45075,SORZMRW12A8C1333BA,SOPRMXL12AB0184524,SOVKZMC12AB017E5CD,SOKZTHA12A8C134830,SOVHIAK12A8C144F9C,12.0,102.0,108.0
4505,SOCPDKG12A67AE16F5,SOQGBBX12A58A7ED75,SOCPDKG12A67AE16F5,SONZSJY12A6D4FE023,SODMSFL12AB0181E6F,SOOZGTQ12A6D4F74F2,SOKTYPK12A8C13AD20,SOQJIGK12A8C1366F9,SOLGIWB12A58A77A05,SOFDAZZ12A58A7E33E,7.0,103.0,109.0
4506,SOIADFY12A58A7CDAE,SOVVNSS12A58291F72,SOIADFY12A58A7CDAE,SOVRQJC12AB0187D08,SONGNBC12AB0184BED,SOWHIZI12A8C1424B4,SOJMFHS12A8C142F23,SOZVPGO12A6D4F8C9A,SOSTFDI12A8C136827,SOWFFMX12A81C1FE07,25.0,104.0,110.0
4507,SOLKSUY12A6701FBD3,SOLKSUY12A6701FBD3,SONDVYX12A6D4FBA3D,SOKXERP12A6D4F9895,SOLDWJC12AB0189DF3,SOZMLNL12AF72A0BA3,SOWRGDS12A6D4F94EE,SOUXZJR12A8C13A0C0,SOKGQXU12AB017FAD9,SOJATHF12A58A7694E,25.0,114.0,115.0
4508,SOWTYVO12AB0180BDA,SOMYAYY12A8C13E667,SOEJEVS12AB018B80E,SOHTNWR12A6D4F7C3B,SOWTYVO12AB0180BDA,SOFZIWE12A58A78093,SOIBCPC12A8C13CFB3,SOAMSPW12AB017F147,SOQDVUC12A67ADF7ED,SOZLHNJ12A8C13DBA5,15.0,105.0,113.0
4509,SONCHVA12A58A7A49E,SONCHVA12A58A7A49E,SOXBXCM12A8C137229,SOEQHOD12AF72A376C,SOAAQXG12AB017E149,SOOOJWU12A67AE0AF6,SOFAZOP12A81C20324,SOCXRIE12A6310E111,SOMBSXE12AB0182E1C,SOOACLN12AB017F7EE,10.0,104.0,101.0
4510,SOQNIXK12A6D4FBC63,SOQNIXK12A6D4FBC63,SOPNUPZ12A8C133A7B,SOMSJST12AB017EA86,SOKFDEW12A8C13F975,SOYDYFX12B0B80CB23,SOESBOJ12A6D4F791D,SOMBWJN12AB018A37A,SOMSXKI12A8AE469C0,SOJQLQX12A6D4F8047,16.0,99.0,109.0
4511,SOVZHYS12A8C14663F,SOVZHYS12A8C14663F,SOSIAKO12AB0180AA0,SOAIMFG12AB0189AC2,SOSSRFA12A6D4F79DB,SOLXQVB12A6D4F9F0F,SOYMRVJ12A6D4F854A,SODQJRM12A8C136783,SOCXRWT12A8C13D070,SOLCKCC12AB0185D72,22.0,109.0,105.0
4512,SOFWYNU12A58A7ED81,SOFWYNU12A58A7ED81,SOYJNHO12AB01856DC,SOKUBOH12A8C131BD1,SOFSIOF12A6D4F841E,SOQEJUC12A6310EE07,SOXDLDB12A8AE473F4,SOCSOVA12A6310F238,SOHHVDC12A6310DA25,SOFCYRW12A6310E05F,5.0,105.0,113.0
4513,SOTPMXE12A6D4F953C,SOYONCL12A8C13B9F7,SOFOHOE12AB018241E,SOTPMXE12A6D4F953C,SOJUBSU12AF729FEC1,SOIICWH12A8C13DB93,SOOKFQK12A6701CFFA,SOZACMG12A6D4F68E1,SOPQRWJ12A8C132A10,SOOISDR12AF72AB7E1,10.0,104.0,106.0
4514,SOFNWPK12A6310F131,SOFNWPK12A6310F131,SOXSGYL12AB0186460,SOGZMQK12A58A7E542,SOKTGRH12A58A763DA,SOEGXLI12AB018A228,SODXNBO12A8C14414E,SOEWBRE12A8C135E7F,SOHOZFL12AB018266A,SODZYMB12AF72A0512,13.0,102.0,102.0
4515,SOIYVQP12A67020486,SOIYVQP12A67020486,SOAMAVC12AB01877D3,SOAVTFX12AB0188D87,SOOSXDG12A8C13A139,SONTQBM12A6702045E,SOXBCZH12A67ADAD77,SOWPFHR12A8C137D0E,SOIPBJM12A6D4F9996,SOENLZJ12A6701C91B,5.0,102.0,106.0
4516,SOHXFKE12A58A7F761,SOHXFKE12A58A7F761,SOJVOEN12A67ADE65A,SOIQMHX12AB017E437,SOAKLIC12A6D4F9285,SOHMAQH12A8C140D58,SOQPYGG12AF72A296B,SOXKBHN12AB0185115,SOCAXSL12A58A762C2,SOTMHNK12A8151CC01,15.0,98.0,111.0
4517,SOSTQOD12A8AE49056,SOSTQOD12A8AE49056,SOKVKNS12AF72A34A8,SOXKSNU12A58A7A8E3,SOHEAZT12AF72A281A,SOIPTCL12A8AE47AEE,SOXINZZ12A8C131DF3,SOQIHYY12AB0186216,SOXTBGF12A6D4FB49C,SOHBIEQ12A8C13710F,19.0,103.0,98.0
4518,SOYURMJ12A6310EEE7,SOWBHRF12A8C137AB2,SOYURMJ12A6310EEE7,SORGOJJ12A6D4F8597,SOQEHDN12A81C216A7,SOASKHY12A8C134454,SOBNFEV12AF72ACFDF,SOCPOMK12AB018DBB6,SOJXEHN12A6D4F84CC,SOHQAVU12A58A7E4FF,13.0,104.0,101.0
4519,SOQQBXR12A6D4F8461,SOQQBXR12A6D4F8461,SOHHOBM12B0B80823C,SOFOECB12A8C131705,SOEQRGU12AAF3B2A0C,SORKNEQ12AB0182987,SONYUKH12AB0180759,SOOMNGJ12AB01822AF,SOAUTON12A8BEE9578,SOEVLZW12A6D4F7B86,17.0,110.0,114.0
4520,SOKBMTW12A8C13BC49,SOKBMTW12A8C13BC49,SOTGGZJ12AB01831B9,SOTQMZA12A58A7A9ED,SOGXGKK12AB0184CD6,SOMBERZ12AB017E802,SOMJYYH12A67020C64,SOJZPVC12AF729F8C0,SOKWBNS12AB0181FAE,SORTTHM12A8C1431EC,27.0,109.0,101.0
4521,SOLWMKC12A6D4F8AF3,SOLWMKC12A6D4F8AF3,SOZRNFS12AF72A3EB5,SOWSAQQ12A6701E7AC,SOVFEHL12B0B807366,SOUFABE12A6701CFFF,SOUDAVE12A6D4F9669,SOYGBXM12A6D4F7921,SORXEUZ12AC3DF6E3F,SOKPRAY12A58A76F96,15.0,98.0,107.0
4522,SOSBKRG12A8C133D58,SOKYOWF12AF729DEBD,SOSBKRG12A8C133D58,SOIGJTR12A8C13D578,SOALJUD12A58291AAF,SOHIBFJ12A58A7BB0E,SONBNAP12A6D223BC5,SOOQJRQ12AB017B84B,SOEBPPM12AB0187E1C,SOIUKKX12AB017E6FC,19.0,104.0,106.0
4523,SOJHFEM12A6D4FB4AB,SOXFOSA12A58A7CD73,SOJHFEM12A6D4FB4AB,SOURKWT12A81C217C1,SOXZTQP12A8C133398,SOIODYH12A67ADB029,SOBOFHA12A8C1360FA,SOPJVWK12A58A7D602,SOTOBBJ12A8C139807,SOSZIDW12A8BEEEEA2,22.0,106.0,111.0
4524,SOHUEEC12A6D4FB4A0,SOHUEEC12A6D4FB4A0,SOXPJVO12A6D4FCC69,SOXAZJP12A8C136490,SOEIMWP12A58A79211,SOKPPGR12A81C217A7,SOALPGW12AB01879E2,SOGBLQB12A67ADA51B,SODXRTY12AB0180F3B,SOKRGEN12B0B80AF63,30.0,87.0,122.0
4525,SOZMELM12A58A7A027,SOZMELM12A58A7A027,SOKLFTL12A58A7ABFA,SOYGPCH12A8151BD66,SOWEQDW12A6D4FBB26,SOEMUXL12A58A7B848,SOOROAQ12A6D4F7F0A,SOZEJWV12AB01852B8,SOHWFLV12A8C140550,SOEGDWK12A8C137D13,11.0,104.0,107.0
4526,SOIGAZN12AAF3B46F0,SOFCYRW12A6310E05F,SODHKRI12A6D4F9201,SOHHVDC12A6310DA25,SOXDLDB12A8AE473F4,SOCSOVA12A6310F238,SOIGAZN12AAF3B46F0,SOQEJUC12A6310EE07,SOTBOJR12AB017D594,SONLIPM12A67ADAC23,5.0,103.0,111.0
4527,SOFVUZY12A6D4FB4B9,SOFVUZY12A6D4FB4B9,SOSVEAD12A8AE46FFA,SOSTLLM12A81C21647,SOGABHS12A6D4F8A72,SOPMTHL12AF72A948E,SOAWWJW12AB01814F5,SORBYJK12A6310DFA4,SOHPGEC12A8C141464,SONFNZX12AB0185B5B,23.0,96.0,103.0
